year_ce,d13c,sample_id,entity_id
1592.29,-7.66,101324,209
1592.66,-8.31,101323,209
1593.03,-8.01,101322,209
1593.41,-7.92,101321,209
1594.92,-8.09,101320,209
1595.30,-8.02,101319,209
1595.67,-7.97,101318,209
1596.05,-7.98,101317,209
1596.42,-7.94,101316,209
1596.79,-8.03,101315,209
1597.16,-8.04,101314,209
1597.54,-8.08,101313,209
1597.92,-8.18,101312,209
1598.29,-8.27,101311,209
1598.67,-8.16,101310,209
1599.05,-8.15,101309,209
1599.43,-8.17,101308,209
1599.81,-8.11,101307,209
1600.18,-8.08,101306,209
1600.55,-8.15,101305,209
1600.93,-8.08,101304,209
1601.31,-8.03,101303,209
1601.68,-8.06,101302,209
1602.06,-7.94,101301,209
1602.44,-7.88,101300,209
1602.81,-7.99,101299,209
1603.56,-7.88,101298,209
1603.94,-7.99,101297,209
1604.32,-7.98,101296,209
1604.70,-8.08,101295,209
1605.06,-7.87,101294,209
1605.43,-8.05,101293,209
1605.81,-8.09,101292,209
1606.18,-8.03,101291,209
1606.55,-8.06,101290,209
1606.92,-8.13,101289,209
1607.30,-8.27,101288,209
1607.67,-8.13,101287,209
1608.04,-8.17,101286,209
1608.41,-8.1,101285,209
1608.78,-8.02,101284,209
1609.15,-8.12,101283,209
1609.52,-8.06,101282,209
1609.89,-7.97,101281,209
1610.26,-8.02,101280,209
1610.63,-8.05,101279,209
1611.00,-8.1,101278,209
1611.38,-8.03,101277,209
1611.75,-8.06,101276,209
1612.12,-8.1,101275,209
1612.49,-8.04,101274,209
1612.85,-8.1,101273,209
1613.22,-8.02,101272,209
1613.59,-7.97,101271,209
1613.95,-7.97,101270,209
1614.33,-7.87,101269,209
1614.71,-8.05,101268,209
1615.08,-8.0,101267,209
1615.46,-8.45,101266,209
1616.08,-6.94,101265,209
1616.65,-6.83,101264,209
1617.31,-6.97,101263,209
1617.90,-6.76,101262,209
1618.52,-7.65,101261,209
1619.13,-7.56,101260,209
1619.76,-7.52,101259,209
1620.37,-7.45,101258,209
1620.96,-7.39,101257,209
1621.52,-7.33,101256,209
1622.14,-7.14,101255,209
1622.74,-7.42,101254,209
1623.31,-7.83,101253,209
1623.93,-7.67,101252,209
1624.47,-7.52,101251,209
1625.07,-7.69,101250,209
1625.66,-6.95,101249,209
1626.26,-6.81,101248,209
1626.91,-7.16,101247,209
1627.54,-7.0,101246,209
1628.15,-6.95,101245,209
1628.74,-6.92,101244,209
1629.30,-6.88,101243,209
1629.87,-6.4,101242,209
1632.27,-6.51,101241,209
1632.85,-6.84,101240,209
1633.44,-7.1,101239,209
1634.07,-7.26,101238,209
1634.64,-7.05,101237,209
1635.23,-7.8,101236,209
1635.81,-7.71,101235,209
1636.42,-8.11,101234,209
1637.04,-7.56,101233,209
1637.65,-8.11,101232,209
1638.25,-7.73,101231,209
1638.81,-7.44,101230,209
1639.42,-7.38,101229,209
1640.08,-7.34,101228,209
1640.68,-7.66,101227,209
1641.29,-6.94,101226,209
1641.89,-6.68,101225,209
1642.46,-6.37,101224,209
1643.59,-6.76,101223,209
1644.23,-6.81,101222,209
1644.80,-7.3,101221,209
1645.36,-7.16,101220,209
1645.93,-7.25,101219,209
1646.56,-7.67,101218,209
1647.19,-7.71,101217,209
1647.79,-8.03,101216,209
1648.44,-7.59,101215,209
1649.02,-7.44,101214,209
1649.62,-7.77,101213,209
1650.25,-7.61,101212,209
1650.82,-7.71,101211,209
1651.44,-7.99,101210,209
1653.29,-7.8,101209,209
1653.92,-8.03,101208,209
1654.49,-7.99,101207,209
1655.05,-7.91,101206,209
1655.70,-7.93,101205,209
1656.26,-7.81,101204,209
1656.84,-7.7,101203,209
1657.42,-7.79,101202,209
1658.05,-7.68,101201,209
1658.64,-7.85,101200,209
1659.17,-7.7,101199,209
1659.75,-7.92,101198,209
1660.35,-7.76,101197,209
1660.92,-7.78,101196,209
1661.46,-7.65,101195,209
1661.99,-7.54,101194,209
1662.59,-7.62,101193,209
1663.20,-7.11,101192,209
1663.80,-7.03,101191,209
1664.45,-7.07,101190,209
1665.08,-6.97,101189,209
1665.67,-6.87,101188,209
1666.27,-7.19,101187,209
1666.83,-7.04,101186,209
1667.16,-7.17,101185,209
1667.48,-7.8,101184,209
1667.84,-7.96,101183,209
1668.21,-8.3,101182,209
1668.47,-8.34,101181,209
1668.81,-8.34,101180,209
1669.16,-8.23,101179,209
1669.45,-8.32,101178,209
1669.70,-8.23,101177,209
1670.08,-8.29,101176,209
1670.43,-8.41,101175,209
1670.74,-8.26,101174,209
1671.07,-8.2,101173,209
1671.41,-8.35,101172,209
1671.70,-8.31,101171,209
1672.03,-8.1,101170,209
1672.38,-8.22,101169,209
1672.68,-8.36,101168,209
1673.01,-8.05,101167,209
1673.29,-8.0,101166,209
1673.65,-8.1,101165,209
1674.04,-8.04,101164,209
1674.27,-8.13,101163,209
1674.55,-8.14,101162,209
1674.88,-7.96,101161,209
1675.21,-8.0,101160,209
1675.48,-8.06,101159,209
1675.80,-7.75,101158,209
1676.13,-7.79,101157,209
1676.39,-7.76,101156,209
1676.77,-7.78,101155,209
1677.03,-7.77,101154,209
1677.28,-7.61,101153,209
1677.57,-7.56,101152,209
1677.90,-7.72,101151,209
1678.25,-7.65,101150,209
1678.55,-7.78,101149,209
1678.86,-7.64,101148,209
1679.14,-7.56,101147,209
1679.35,-7.65,101146,209
1679.62,-7.21,101145,209
1679.95,-7.35,101144,209
1680.21,-7.38,101143,209
1680.47,-7.42,101142,209
1680.82,-7.52,101141,209
1681.17,-7.37,101140,209
1681.49,-7.3,101139,209
1681.78,-7.34,101138,209
1682.06,-7.5,101137,209
1682.36,-7.59,101136,209
1682.72,-7.45,101135,209
1682.94,-7.49,101134,209
1683.29,-7.53,101133,209
1683.55,-7.47,101132,209
1683.76,-7.51,101131,209
1684.01,-7.47,101130,209
1684.38,-7.31,101129,209
1684.68,-7.72,101128,209
1684.90,-7.51,101127,209
1685.20,-7.67,101126,209
1685.52,-7.65,101125,209
1685.73,-7.68,101124,209
1686.66,-7.61,101123,209
1687.58,-7.76,101122,209
1688.50,-7.96,101121,209
1689.40,-7.56,101120,209
1690.30,-7.52,101119,209
1691.27,-7.47,101118,209
1692.17,-7.71,101117,209
1696.80,-7.34,101116,209
1697.76,-7.6,101115,209
1699.70,-7.81,101114,209
1700.65,-7.82,101113,209
1701.59,-7.65,101112,209
1702.59,-8.02,101111,209
1703.56,-7.99,101110,209
1705.50,-8.16,101109,209
1706.36,-8.16,101108,209
1707.25,-8.06,101107,209
1715.71,-7.93,101106,209
1716.71,-7.85,101105,209
1718.54,-7.94,101104,209
1719.46,-7.75,101103,209
1720.45,-7.69,101102,209
1721.39,-7.54,101101,209
1722.31,-7.98,101100,209
1723.31,-7.99,101099,209
1724.29,-7.93,101098,209
1725.16,-7.82,101097,209
1726.04,-7.69,101096,209
1726.92,-7.69,101095,209
1727.88,-7.71,101094,209
1728.77,-7.53,101093,209
1729.76,-7.53,101092,209
1730.69,-7.38,101091,209
1731.62,-7.33,101090,209
1732.59,-7.38,101089,209
1733.52,-7.44,101088,209
1734.48,-7.58,101087,209
1736.39,-7.44,101086,209
1737.24,-7.45,101085,209
1738.17,-7.46,101084,209
1739.05,-7.51,101083,209
1739.90,-7.15,101082,209
1740.68,-7.46,101081,209
1741.64,-7.37,101080,209
1742.49,-7.52,101079,209
1743.41,-7.42,101078,209
1744.41,-7.75,101077,209
1745.25,-7.79,101076,209
1747.04,-7.8,101075,209
1748.05,-7.65,101074,209
1748.97,-7.41,101073,209
1749.92,-7.29,101072,209
1750.83,-7.3,101071,209
1751.77,-7.63,101070,209
1753.59,-7.15,101069,209
1754.49,-7.13,101068,209
1755.41,-7.17,101067,209
1756.30,-7.18,101066,209
1757.20,-7.19,101065,209
1758.12,-7.01,101064,209
1759.07,-7.62,101063,209
1760.08,-6.98,101062,209
1760.96,-7.32,101061,209
1761.89,-7.03,101060,209
1762.81,-7.06,101059,209
1763.69,-6.98,101058,209
1764.58,-7.35,101057,209
1765.44,-6.8,101056,209
1766.34,-6.48,101055,209
1767.23,-6.23,101054,209
1768.21,-5.96,101053,209
1769.21,-5.45,101052,209
1770.16,-5.41,101051,209
1771.01,-5.32,101050,209
1771.92,-5.87,101049,209
1772.28,-6.53,101048,209
1772.59,-5.97,101047,209
1772.96,-6.15,101046,209
1773.28,-6.39,101045,209
1773.63,-6.34,101044,209
1774.01,-6.11,101043,209
1774.36,-6.47,101042,209
1774.71,-6.72,101041,209
1775.06,-6.82,101040,209
1775.41,-6.75,101039,209
1775.76,-6.77,101038,209
1776.14,-7.26,101037,209
1776.51,-7.22,101036,209
1776.88,-7.3,101035,209
1777.23,-7.61,101034,209
1777.53,-7.63,101033,209
1777.84,-7.76,101032,209
1778.15,-7.67,101031,209
1778.50,-7.66,101030,209
1778.87,-7.75,101029,209
1779.26,-7.78,101028,209
1779.63,-7.87,101027,209
1780.02,-7.73,101026,209
1780.39,-7.6,101025,209
1780.78,-7.6,101024,209
1781.18,-7.56,101023,209
1781.53,-7.38,101022,209
1781.85,-7.43,101021,209
1782.17,-7.36,101020,209
1782.55,-7.31,101019,209
1782.90,-7.31,101018,209
1783.28,-7.34,101017,209
1783.64,-7.46,101016,209
1784.01,-7.36,101015,209
1784.34,-7.47,101014,209
1784.66,-7.22,101013,209
1784.96,-7.05,101012,209
1785.29,-7.1,101011,209
1785.59,-7.16,101010,209
1785.92,-7.29,101009,209
1786.29,-7.21,101008,209
1786.64,-7.14,101007,209
1786.99,-7.27,101006,209
1787.27,-7.5,101005,209
1787.63,-7.34,101004,209
1787.96,-7.27,101003,209
1788.33,-7.48,101002,209
1788.70,-7.4,101001,209
1789.03,-7.21,101000,209
1789.39,-7.34,100999,209
1789.72,-8.08,100998,209
1790.07,-7.49,100997,209
1790.47,-7.7,100996,209
1790.84,-7.16,100995,209
1791.18,-7.53,100994,209
1791.55,-7.2,100993,209
1791.90,-7.39,100992,209
1792.25,-7.21,100991,209
1792.61,-7.44,100990,209
1792.99,-7.63,100989,209
1793.31,-7.68,100988,209
1793.63,-7.5,100987,209
1793.92,-7.54,100986,209
1794.22,-7.64,100985,209
1794.56,-7.42,100984,209
1794.91,-7.51,100983,209
1795.27,-7.24,100982,209
1795.65,-7.3,100981,209
1796.03,-7.2,100980,209
1796.34,-7.45,100979,209
1796.73,-7.47,100978,209
1797.07,-7.46,100977,209
1797.37,-7.87,100976,209
1797.74,-7.39,100975,209
1798.06,-7.75,100974,209
1798.39,-7.76,100973,209
1798.72,-8.05,100972,209
1799.04,-8.09,100971,209
1799.35,-7.87,100970,209
1799.70,-7.74,100969,209
1799.99,-8.04,100968,209
1800.36,-7.83,100967,209
1800.73,-8.18,100966,209
1801.13,-7.94,100965,209
1801.50,-7.77,100964,209
1801.88,-7.85,100963,209
1802.26,-7.85,100962,209
1802.63,-7.76,100961,209
1802.95,-7.85,100960,209
1803.31,-7.45,100959,209
1803.67,-7.17,100958,209
1804.03,-7.99,100957,209
1804.44,-7.48,100956,209
1804.86,-7.53,100955,209
1805.22,-7.82,100954,209
1805.58,-7.59,100953,209
1805.95,-7.92,100952,209
1806.33,-8.13,100951,209
1806.68,-7.98,100950,209
1807.07,-7.42,100949,209
1807.42,-7.5,100948,209
1807.72,-7.69,100947,209
1808.07,-7.77,100946,209
1808.41,-7.97,100945,209
1808.73,-7.85,100944,209
1809.08,-7.78,100943,209
1809.43,-7.85,100942,209
1809.80,-7.91,100941,209
1810.10,-7.51,100940,209
1810.43,-7.96,100939,209
1810.72,-7.36,100938,209
1811.07,-7.8,100937,209
1811.40,-7.77,100936,209
1811.69,-6.95,100935,209
1812.02,-7.54,100934,209
1812.37,-7.55,100933,209
1812.74,-7.32,100932,209
1813.10,-7.7,100931,209
1813.47,-7.68,100930,209
1813.83,-8.23,100929,209
1814.18,-8.17,100928,209
1814.51,-8.13,100927,209
1814.90,-8.27,100926,209
1815.23,-8.13,100925,209
1815.51,-8.0,100924,209
1815.83,-8.12,100923,209
1816.21,-8.33,100922,209
1816.61,-8.45,100921,209
1816.92,-8.52,100920,209
1817.38,-8.43,100919,209
1817.75,-8.45,100918,209
1818.13,-8.45,100917,209
1818.56,-8.29,100916,209
1818.90,-8.4,100915,209
1819.28,-8.5,100914,209
1819.69,-7.96,100913,209
1820.06,-8.43,100912,209
1820.43,-8.4,100911,209
1820.78,-8.37,100910,209
1821.12,-8.4,100909,209
1821.47,-8.46,100908,209
1822.99,-8.3,100907,209
1823.32,-8.14,100906,209
1823.64,-8.14,100905,209
1823.98,-8.02,100904,209
1824.32,-8.22,100903,209
1824.64,-8.18,100902,209
1824.96,-8.31,100901,209
1825.29,-8.37,100900,209
1825.64,-8.62,100899,209
1825.92,-8.63,100898,209
1826.26,-8.5,100897,209
1826.60,-8.59,100896,209
1826.94,-8.82,100895,209
1827.30,-8.82,100894,209
1827.68,-8.71,100893,209
1828.10,-8.93,100892,209
1828.42,-8.83,100891,209
1828.79,-8.78,100890,209
1829.14,-8.79,100889,209
1829.45,-8.77,100888,209
1829.78,-8.74,100887,209
1830.12,-8.76,100886,209
1830.50,-8.68,100885,209
1830.85,-8.58,100884,209
1831.13,-8.35,100883,209
1831.49,-8.46,100882,209
1831.79,-8.29,100881,209
1832.11,-8.28,100880,209
1832.40,-8.17,100879,209
1832.71,-7.96,100878,209
1833.12,-7.76,100877,209
1833.46,-7.6,100876,209
1833.81,-7.88,100875,209
1834.17,-7.68,100874,209
1834.47,-7.96,100873,209
1834.87,-7.87,100872,209
1835.16,-7.95,100871,209
1835.55,-8.06,100870,209
1835.94,-8.12,100869,209
1836.27,-8.3,100868,209
1836.58,-8.21,100867,209
1836.92,-8.27,100866,209
1837.25,-8.37,100865,209
1837.54,-8.13,100864,209
1837.95,-8.09,100863,209
1838.30,-8.22,100862,209
1838.66,-8.4,100861,209
1839.01,-8.27,100860,209
1839.38,-8.15,100859,209
1839.72,-7.93,100858,209
1840.03,-8.12,100857,209
1840.34,-8.07,100856,209
1840.73,-7.94,100855,209
1841.09,-8.2,100854,209
1841.48,-8.21,100853,209
1841.87,-8.44,100852,209
1842.24,-8.43,100851,209
1842.59,-8.5,100850,209
1842.90,-8.25,100849,209
1843.25,-8.33,100848,209
1843.61,-8.25,100847,209
1843.92,-8.24,100846,209
1844.28,-8.22,100845,209
1844.60,-8.21,100844,209
1844.96,-7.93,100843,209
1845.30,-7.81,100842,209
1845.64,-7.97,100841,209
1846.03,-7.76,100840,209
1846.36,-7.9,100839,209
1846.68,-7.97,100838,209
1847.05,-7.97,100837,209
1847.38,-8.12,100836,209
1847.70,-8.02,100835,209
1848.02,-8.03,100834,209
1848.38,-8.17,100833,209
1848.73,-8.48,100832,209
1849.03,-8.52,100831,209
1849.34,-8.39,100830,209
1849.66,-8.42,100829,209
1850.04,-8.35,100828,209
1850.38,-8.39,100827,209
1850.72,-8.54,100826,209
1851.04,-8.4,100825,209
1851.42,-8.38,100824,209
1851.78,-8.45,100823,209
1852.16,-8.27,100822,209
1852.51,-8.35,100821,209
1852.86,-8.35,100820,209
1853.26,-8.31,100819,209
1853.60,-7.9,100818,209
1854.00,-7.4,100817,209
1854.37,-7.17,100816,209
1854.71,-6.8,100815,209
1855.08,-6.5,100814,209
1855.38,-6.07,100813,209
1855.74,-6.35,100812,209
1856.08,-6.51,100811,209
1856.39,-6.6,100810,209
1856.77,-6.88,100809,209
1857.11,-6.95,100808,209
1857.48,-7.2,100807,209
1857.87,-7.45,100806,209
1858.18,-7.77,100805,209
1858.56,-7.88,100804,209
1858.91,-8.07,100803,209
1859.28,-8.36,100802,209
1859.65,-8.36,100801,209
1860.02,-8.44,100800,209
1860.40,-8.39,100799,209
1860.76,-8.53,100798,209
1861.12,-8.5,100797,209
1861.46,-8.59,100796,209
1861.83,-8.59,100795,209
1862.22,-8.28,100794,209
1862.59,-8.59,100793,209
1862.96,-8.62,100792,209
1863.29,-8.32,100791,209
1863.64,-8.45,100790,209
1863.94,-8.58,100789,209
1864.27,-8.45,100788,209
1864.61,-8.75,100787,209
1864.95,-8.73,100786,209
1865.28,-8.7,100785,209
1865.65,-8.48,100784,209
1866.01,-8.32,100783,209
1866.31,-8.3,100782,209
1866.66,-8.19,100781,209
1866.96,-8.52,100780,209
1867.27,-8.1,100779,209
1867.64,-8.16,100778,209
1868.01,-7.84,100777,209
1868.37,-7.66,100776,209
1868.76,-7.62,100775,209
1869.10,-7.69,100774,209
1869.40,-7.47,100773,209
1869.76,-7.43,100772,209
1870.13,-7.3,100771,209
1870.50,-7.46,100770,209
1870.88,-7.61,100769,209
1871.28,-7.66,100768,209
1871.66,-7.57,100767,209
1872.00,-7.63,100766,209
1872.29,-7.81,100765,209
1872.68,-7.74,100764,209
1873.39,-7.89,100763,209
1873.78,-7.73,100762,209
1874.16,-7.64,100761,209
1874.53,-8.06,100760,209
1874.89,-8.11,100759,209
1875.45,-7.8,100758,209
1875.98,-7.77,100757,209
1876.50,-7.88,100756,209
1877.03,-8.38,100755,209
1877.54,-7.83,100754,209
1878.08,-7.75,100753,209
1878.59,-7.76,100752,209
1879.12,-7.75,100751,209
1879.67,-7.54,100750,209
1880.22,-7.45,100749,209
1880.80,-7.38,100748,209
1881.36,-7.26,100747,209
1881.92,-7.42,100746,209
1882.49,-7.33,100745,209
1883.06,-7.32,100744,209
1883.61,-7.69,100743,209
1884.15,-7.61,100742,209
1884.71,-7.83,100741,209
1885.27,-7.82,100740,209
1885.85,-7.84,100739,209
1886.39,-8.04,100738,209
1886.90,-8.19,100737,209
1887.44,-8.14,100736,209
1888.00,-8.22,100735,209
1888.58,-8.02,100734,209
1889.15,-8.22,100733,209
1889.73,-7.94,100732,209
1890.23,-8.1,100731,209
1890.76,-8.07,100730,209
1891.29,-8.12,100729,209
1891.82,-8.08,100728,209
1892.34,-8.12,100727,209
1892.90,-7.82,100726,209
1893.47,-7.78,100725,209
1894.01,-7.38,100724,209
1894.58,-7.72,100723,209
1895.16,-7.53,100722,209
1895.72,-7.4,100721,209
1896.33,-7.59,100720,209
1896.92,-7.45,100719,209
1897.45,-7.84,100718,209
1898.00,-7.81,100717,209
1898.54,-7.91,100716,209
1899.08,-7.7,100715,209
1899.60,-7.73,100714,209
1900.19,-8.0,100713,209
1900.77,-7.99,100712,209
1901.34,-7.95,100711,209
1901.91,-8.09,100710,209
1902.48,-8.01,100709,209
1903.04,-8.09,100708,209
1903.55,-7.96,100707,209
1904.12,-7.97,100706,209
1904.70,-8.05,100705,209
1905.27,-7.94,100704,209
1905.84,-8.0,100703,209
1906.39,-8.09,100702,209
1906.96,-8.03,100701,209
1907.52,-8.05,100700,209
1908.06,-8.27,100699,209
1908.61,-8.31,100698,209
1909.17,-8.34,100697,209
1909.74,-8.42,100696,209
1910.29,-8.32,100695,209
1910.81,-8.22,100694,209
1911.36,-8.17,100693,209
1911.93,-8.25,100692,209
1912.48,-8.11,100691,209
1913.02,-8.32,100690,209
1913.54,-7.8,100689,209
1914.08,-7.73,100688,209
1914.64,-7.74,100687,209
1915.21,-7.54,100686,209
1915.78,-7.36,100685,209
1916.34,-7.15,100684,209
1916.88,-7.33,100683,209
1917.45,-7.71,100682,209
1917.99,-7.85,100681,209
1918.55,-7.76,100680,209
1919.15,-7.72,100679,209
1919.69,-8.95,100678,209
1920.28,-8.49,100677,209
1920.87,-8.45,100676,209
1921.47,-8.52,100675,209
1922.03,-8.46,100674,209
1922.59,-8.42,100673,209
1923.16,-8.4,100672,209
1923.77,-8.28,100671,209
1924.33,-8.26,100670,209
1924.91,-8.17,100669,209
1925.47,-8.22,100668,209
1926.02,-7.97,100667,209
1926.57,-8.03,100666,209
1927.15,-8.04,100665,209
1927.73,-7.95,100664,209
1928.29,-7.89,100663,209
1928.82,-7.8,100662,209
1929.41,-7.66,100661,209
1929.96,-7.54,100660,209
1930.47,-7.48,100659,209
1931.03,-7.65,100658,209
1931.61,-7.81,100657,209
1932.20,-7.66,100656,209
1932.76,-7.8,100655,209
1933.35,-7.87,100654,209
1933.91,-7.91,100653,209
1934.45,-8.03,100652,209
1935.04,-8.07,100651,209
1935.61,-8.14,100650,209
1936.21,-8.12,100649,209
1936.76,-8.18,100648,209
1937.30,-8.07,100647,209
1937.90,-8.09,100646,209
1938.47,-8.08,100645,209
1939.03,-8.11,100644,209
1939.64,-8.03,100643,209
1940.24,-8.12,100642,209
1940.78,-8.16,100641,209
1941.37,-8.27,100640,209
1941.90,-8.14,100639,209
1942.44,-8.25,100638,209
1942.96,-8.01,100637,209
1943.55,-7.97,100636,209
1944.15,-7.96,100635,209
1944.74,-7.78,100634,209
1945.28,-7.75,100633,209
1945.84,-7.82,100632,209
1946.39,-7.85,100631,209
1946.55,-7.89,100630,209
1946.69,-7.86,100629,209
1946.87,-7.83,100628,209
1947.03,-7.81,100627,209
1947.19,-7.7,100626,209
1947.38,-7.62,100625,209
1947.57,-7.55,100624,209
1947.72,-7.63,100623,209
1947.89,-7.76,100622,209
1948.06,-7.95,100621,209
1948.22,-8.07,100620,209
1948.36,-8.13,100619,209
1948.53,-8.16,100618,209
1948.68,-8.3,100617,209
1948.85,-8.25,100616,209
1948.99,-8.27,100615,209
1949.16,-8.34,100614,209
1949.30,-8.39,100613,209
1949.48,-8.49,100612,209
1949.63,-8.46,100611,209
1949.83,-8.49,100610,209
1950.01,-8.27,100609,209
1950.14,-8.21,100608,209
1950.28,-7.83,100607,209
1950.44,-7.55,100606,209
1950.60,-7.43,100605,209
1950.81,-7.5,100604,209
1950.95,-7.65,100603,209
1951.13,-7.59,100602,209
1951.26,-7.6,100601,209
1951.44,-7.62,100600,209
1951.61,-7.73,100599,209
1951.78,-7.76,100598,209
1951.95,-7.84,100597,209
1952.12,-7.87,100596,209
1952.30,-8.06,100595,209
1952.49,-8.17,100594,209
1952.67,-8.33,100593,209
1952.85,-8.27,100592,209
1953.00,-8.35,100591,209
1953.19,-8.48,100590,209
1953.39,-8.57,100589,209
1953.57,-8.58,100588,209
1953.90,-8.48,100587,209
1954.08,-8.44,100586,209
1954.24,-8.43,100585,209
1954.40,-8.55,100584,209
1955.20,-8.31,100583,209
1956.07,-8.36,100582,209
1956.91,-8.48,100581,209
1957.77,-8.64,100580,209
1958.64,-8.5,100579,209
1959.49,-8.55,100578,209
1960.33,-8.54,100577,209
1961.17,-8.55,100576,209
1962.02,-8.61,100575,209
1962.90,-8.72,100574,209
1963.77,-8.72,100573,209
1964.63,-8.99,100572,209
1965.52,-8.98,100571,209
1966.38,-9.26,100570,209
1967.18,-9.12,100569,209
1968.05,-9.0,100568,209
1968.89,-8.82,100567,209
1969.72,-8.72,100566,209
1970.56,-8.58,100565,209
1971.38,-8.57,100564,209
1972.18,-8.55,100563,209
1973.04,-8.66,100562,209
1973.85,-8.61,100561,209
1974.70,-8.56,100560,209
1975.52,-8.53,100559,209
1976.37,-8.58,100558,209
1977.23,-8.52,100557,209
1978.07,-8.5,100556,209
1978.94,-8.42,100555,209
1979.75,-8.44,100554,209
1980.62,-8.48,100553,209
1981.47,-8.35,100552,209
1982.35,-8.35,100551,209
1983.16,-8.29,100550,209
1983.96,-8.11,100549,209
1984.82,-8.11,100548,209
1985.68,-7.86,100547,209
1986.52,-7.67,100546,209
1988.29,-7.37,100545,209
1990.06,-7.36,100544,209
1991.83,-6.89,100543,209
1993.60,-6.88,100542,209
1995.37,-6.9,100541,209
1997.14,-7.03,100540,209
1998.92,-7.04,100539,209
2000.69,-7.08,100538,209
2002.46,-7.14,100537,209
2004.23,-7.12,100536,209
2006.00,-7.16,100535,209
