year_CE,d18O
1518.0,-3.3800
1518.4,-3.4900
1518.9,-3.4700
1519.4,-3.5800
1519.9,-3.5500
1520.3,-3.6800
1520.8,-3.9300
1521.3,-3.7100
1521.8,-3.7200
1522.3,-3.7500
1522.7,-3.7400
1523.2,-3.6900
1523.7,-3.7400
1524.2,-3.7400
1524.7,-3.9100
1525.1,-3.8100
1525.6,-3.7000
1526.1,-3.5200
1526.6,-3.6000
1527.1,-3.5500
1527.5,-3.6500
1528.0,-3.6800
1528.5,-3.5600
1529.0,-3.4300
1529.5,-3.5700
1529.9,-3.4800
1530.4,-3.3200
1530.9,-3.5700
1531.4,-3.6200
1531.9,-3.4400
1532.3,-3.6200
1532.8,-3.5500
1533.3,-3.4800
1533.8,-3.4500
1534.2,-3.4800
1534.7,-3.3600
1535.2,-3.2800
1535.7,-3.3100
1536.2,-3.5400
1536.6,-3.8400
1537.1,-3.3700
1537.6,-3.5000
1538.1,-3.4700
1538.5,-3.1900
1539.0,-3.5900
1539.5,-3.1700
1540.0,-3.4900
1540.5,-3.2600
1540.9,-3.5900
1541.4,-3.2400
1541.9,-3.3600
1542.4,-3.3600
1542.9,-3.3200
1543.3,-3.4500
1543.8,-3.4400
1544.3,-3.4800
1544.8,-3.4300
1545.3,-3.5500
1545.7,-3.3000
1546.2,-3.3000
1546.7,-3.2700
1547.1,-3.2200
1547.4,-3.2800
1547.8,-3.3300
1548.2,-3.4000
1548.6,-3.4300
1548.9,-3.2700
1549.3,-3.3100
1549.7,-3.2000
1550.1,-3.2300
1550.4,-3.1600
1550.8,-3.1600
1551.2,-3.2900
1551.6,-3.3700
1551.9,-3.4000
1552.3,-3.4500
1552.7,-3.4900
1553.0,-3.4300
1553.4,-3.3200
1553.7,-3.4300
1554.1,-3.4300
1554.5,-3.4500
1554.9,-3.4200
1555.2,-3.4700
1555.6,-3.4100
1556.0,-3.3600
1556.4,-3.4400
1556.7,-3.3800
1557.1,-3.3700
1557.5,-3.4500
1557.8,-3.4700
1558.2,-3.4100
1558.6,-3.4500
1559.0,-3.4600
1559.3,-3.7200
1559.7,-3.5000
1560.1,-3.6500
1560.4,-3.5000
1560.8,-3.5800
1561.2,-3.4000
1561.6,-3.4500
1561.9,-3.3700
1562.3,-3.6400
1562.7,-3.3900
1563.1,-3.2300
1563.4,-3.2800
1563.8,-3.3500
1564.2,-3.2400
1564.6,-3.1600
1564.9,-3.0600
1565.3,-3.1200
1565.7,-3.1700
1566.0,-3.4800
1566.4,-3.3500
1566.8,-3.3700
1567.2,-3.4200
1567.6,-3.4800
1567.9,-3.6500
1568.3,-3.6000
1568.7,-3.4700
1569.1,-3.5000
1569.4,-3.5800
1569.8,-3.9200
1570.2,-3.6700
1570.9,-3.5000
1571.3,-3.7000
1571.7,-3.4900
1572.1,-3.4500
1572.4,-3.4700
1572.8,-3.3700
1573.2,-3.4000
1573.6,-3.8500
1573.9,-3.5800
1574.3,-3.6100
1574.7,-3.8400
1575.1,-3.4800
1575.4,-3.7900
1575.8,-3.5700
1576.2,-3.4200
1576.6,-3.6100
1576.9,-3.7800
1577.3,-3.4700
1577.7,-3.3200
1578.1,-3.2800
1578.4,-3.5300
1578.8,-3.3300
1579.2,-3.3400
1579.6,-3.3900
1579.9,-3.5400
1580.3,-3.4500
1580.7,-3.5100
1581.0,-4.1000
1581.4,-3.4300
1581.8,-3.4200
1582.2,-3.6100
1582.5,-3.5900
1582.9,-3.2600
1583.3,-3.2700
1583.7,-3.4200
1584.0,-3.6700
1584.8,-3.2500
1585.2,-3.5100
1585.5,-3.6800
1585.9,-3.3700
1586.3,-3.2800
1586.7,-3.2700
1587.0,-3.5700
1587.4,-3.2800
1587.8,-3.2800
1588.2,-3.1700
1588.5,-3.1800
1588.9,-3.4100
1589.3,-3.2100
1589.6,-3.2600
1590.0,-3.1500
1590.4,-3.1100
1590.8,-3.3300
1591.1,-3.5400
1591.5,-3.4300
1591.9,-3.3500
1592.3,-3.2800
1592.7,-4.0400
1593.0,-3.4600
1593.4,-3.5200
1594.9,-3.5700
1595.3,-3.6000
1595.7,-3.4600
1596.0,-3.7600
1596.4,-3.5900
1596.8,-3.5500
1597.2,-3.3400
1597.5,-3.6100
1597.9,-3.5200
1598.3,-3.6400
1598.7,-3.5100
1599.1,-3.5500
1599.4,-3.3500
1599.8,-3.3500
1600.2,-3.3700
1600.6,-3.6900
1600.9,-3.2600
1601.3,-3.3900
1601.7,-3.4100
1602.1,-3.5100
1602.4,-3.5000
1602.8,-3.9600
1603.6,-3.5200
1603.9,-3.5900
1604.3,-3.6300
1604.7,-3.6400
1605.1,-3.7700
1605.4,-3.6900
1605.8,-3.6300
1606.2,-3.5200
1606.6,-3.5100
1606.9,-3.7500
1607.3,-4.1300
1607.7,-3.5000
1608.0,-3.5700
1608.4,-3.6000
1608.8,-3.7000
1609.1,-3.8200
1609.5,-4.0100
1609.9,-3.8700
1610.3,-3.7000
1610.6,-3.7200
1611.0,-3.7500
1611.4,-3.5000
1611.8,-3.6000
1612.1,-3.5300
1612.5,-3.4400
1612.9,-3.3500
1613.2,-3.3900
1613.6,-3.5800
1614.0,-3.3600
1614.3,-3.5200
1614.7,-3.6700
1615.1,-3.4200
1615.5,-4.1900
1616.1,-3.6200
1616.6,-3.4900
1617.3,-3.6200
1617.9,-2.9700
1618.5,-4.0800
1619.1,-3.8800
1619.8,-3.6000
1620.4,-3.5800
1621.0,-3.5700
1621.5,-3.4700
1622.1,-3.2700
1622.7,-3.6900
1623.3,-3.9200
1623.9,-3.5200
1624.5,-3.5700
1625.1,-3.6100
1625.7,-3.2000
1626.3,-3.3000
1626.9,-3.5700
1627.5,-3.0800
1628.1,-3.2400
1628.7,-3.3300
1629.3,-3.3100
1629.9,-3.0300
1632.3,-3.2500
1632.9,-3.3900
1633.4,-3.5800
1634.1,-3.5000
1634.6,-3.2200
1635.2,-3.9500
1635.8,-3.7400
1636.4,-4.2000
1637.0,-3.4900
1637.6,-4.4300
1638.2,-3.4600
1638.8,-3.1600
1639.4,-3.2700
1640.1,-3.1900
1640.7,-3.5800
1641.3,-3.3800
1641.9,-3.3800
1642.5,-3.2600
1643.6,-3.5200
1644.2,-3.5500
1644.8,-3.5900
1645.4,-3.2700
1645.9,-3.3600
1646.6,-3.7500
1647.2,-3.9000
1647.8,-4.1800
1648.4,-3.6400
1649.0,-3.5700
1649.6,-3.6600
1650.2,-3.3900
1650.8,-3.4800
1651.4,-3.8100
1653.3,-4.0600
1653.9,-4.1700
1654.5,-3.8400
1655.1,-3.6300
1655.7,-3.7900
1656.3,-3.7500
1656.8,-3.6900
1657.4,-3.9800
1658.1,-3.6700
1658.6,-3.7900
1659.2,-3.6500
1659.8,-3.8800
1660.4,-3.8700
1660.9,-3.7000
1661.5,-3.9800
1662.0,-3.7600
1662.6,-3.4000
1663.2,-3.6100
1663.8,-3.3600
1664.4,-3.3200
1665.1,-3.5300
1665.7,-3.7500
1666.3,-3.8700
1666.8,-3.4800
1667.2,-3.5200
1667.5,-3.4700
1667.8,-3.6700
1668.2,-3.8500
1668.5,-3.6500
1668.8,-3.6700
1669.2,-3.4700
1669.4,-3.7700
1669.7,-3.7000
1670.1,-3.7100
1670.4,-3.7500
1670.7,-3.8900
1671.1,-3.7300
1671.4,-3.8100
1671.7,-3.7200
1672.0,-3.7300
1672.4,-3.7000
1672.7,-3.7600
1673.0,-3.8600
1673.3,-3.7800
1673.6,-3.9000
1674.0,-3.7100
1674.3,-3.8600
1674.6,-3.7900
1674.9,-3.9500
1675.2,-3.7300
1675.5,-3.9100
1675.8,-3.7900
1676.1,-3.6600
1676.4,-3.8400
1676.8,-3.7500
1677.0,-3.8200
1677.3,-3.7500
1677.6,-3.8700
1677.9,-3.5900
1678.2,-3.6200
1678.5,-3.5300
1678.9,-3.5300
1679.1,-3.5500
1679.3,-3.4300
1679.6,-3.8400
1679.9,-3.4100
1680.2,-3.5400
1680.5,-3.9000
1680.8,-3.9900
1681.2,-3.5800
1681.5,-3.4700
1681.8,-3.6500
1682.1,-4.2300
1682.4,-3.7300
1682.7,-3.6800
1682.9,-3.7500
1683.3,-4.0600
1683.6,-4.0300
1683.8,-3.5600
1684.0,-3.6500
1684.4,-3.4000
1684.7,-4.4400
1684.9,-3.3300
1685.2,-3.6700
1685.5,-3.5900
1685.7,-3.8600
1686.7,-3.6400
1687.6,-3.7800
1688.5,-4.2200
1689.4,-3.2100
1690.3,-3.5000
1691.3,-3.7500
1692.2,-4.5000
1696.8,-3.4500
1697.8,-4.1000
1699.7,-4.0600
1700.6,-4.0900
1701.6,-3.7500
1702.6,-3.9800
1703.6,-4.3000
1705.5,-4.7100
1706.4,-4.5000
1707.2,-4.2500
1715.7,-3.5500
1716.7,-3.2400
1718.5,-3.5200
1719.5,-3.7600
1720.5,-3.7100
1721.4,-3.6800
1722.3,-3.6800
1723.3,-3.8800
1724.3,-3.7000
1725.2,-3.6700
1726.0,-3.4900
1726.9,-3.4200
1727.9,-3.5400
1728.8,-3.6500
1729.8,-3.4900
1730.7,-3.6600
1731.6,-3.7600
1732.6,-3.7300
1733.5,-3.5000
1734.5,-3.6000
1736.4,-3.6200
1737.2,-3.5100
1738.2,-3.4500
1739.0,-3.7100
1739.9,-3.9900
1740.7,-3.7000
1741.6,-3.6900
1742.5,-3.7000
1743.4,-3.6300
1744.4,-4.3000
1745.3,-3.9800
1747.0,-3.3500
1748.0,-3.5900
1749.0,-3.6600
1749.9,-3.4200
1750.8,-3.3400
1751.8,-3.4700
1753.6,-3.5600
1754.5,-3.1600
1755.4,-3.4400
1756.3,-3.6700
1757.2,-3.4600
1758.1,-3.6000
1759.1,-3.4400
1760.1,-3.6200
1761.0,-3.2100
1761.9,-3.6400
1762.8,-4.0200
1763.7,-3.9800
1764.6,-3.6100
1765.4,-3.8500
1766.3,-3.4900
1767.2,-3.7100
1768.2,-3.4000
1769.2,-3.6400
1770.2,-3.2700
1771.0,-3.0100
1771.9,-3.2500
1772.3,-3.9800
1772.6,-3.1000
1773.0,-3.2900
1773.3,-3.6500
1773.6,-3.7800
1774.0,-3.2100
1774.4,-3.5000
1774.7,-3.8600
1775.1,-3.3300
1775.4,-3.1100
1775.8,-3.0400
1776.1,-3.3500
1776.5,-3.1500
1776.9,-3.2200
1777.2,-3.4200
1777.5,-3.3600
1777.8,-3.5000
1778.2,-3.4700
1778.5,-3.2700
1778.9,-3.2300
1779.3,-3.1000
1779.6,-3.3700
1780.0,-3.7700
1780.4,-3.4400
1780.8,-3.2600
1781.2,-3.5800
1781.5,-3.2000
1781.8,-3.1700
1782.2,-3.2800
1782.5,-3.1800
1782.9,-3.4100
1783.3,-3.1000
1783.6,-3.1100
1784.0,-3.1700
1784.3,-3.0700
1784.7,-3.1400
1785.0,-3.2300
1785.3,-3.1300
1785.6,-3.1500
1785.9,-3.1700
1786.3,-3.0900
1786.6,-3.1900
1787.0,-3.0900
1787.3,-3.3900
1787.6,-3.2700
1788.0,-3.1200
1788.3,-3.3600
1788.7,-3.5400
1789.0,-3.4500
1789.4,-3.4600
1789.7,-4.6900
1790.1,-3.6800
1790.5,-4.2100
1790.8,-3.4700
1791.2,-3.9500
1791.6,-3.6500
1791.9,-3.7500
1792.3,-3.5800
1792.6,-3.7100
1793.0,-4.1700
1793.3,-4.1500
1793.6,-4.1800
1793.9,-4.0800
1794.2,-4.0800
1794.6,-3.9200
1794.9,-3.9500
1795.3,-3.9400
1795.6,-3.8900
1796.0,-3.7300
1796.3,-3.5900
1796.7,-3.5600
1797.1,-3.5000
1797.4,-3.7000
1797.7,-3.7100
1798.1,-3.6900
1798.4,-3.6000
1798.7,-3.7600
1799.0,-3.9000
1799.3,-3.6800
1799.7,-3.1600
1800.0,-3.4800
1800.4,-3.2700
1800.7,-3.5700
1801.1,-3.3800
1801.5,-3.2200
1801.9,-2.9900
1802.3,-3.4800
1802.6,-3.3900
1803.0,-3.5100
1803.3,-3.0200
1803.7,-3.0300
1804.0,-3.6900
1804.4,-3.2400
1804.9,-3.3700
1805.2,-3.2200
1805.6,-3.3000
1806.0,-3.4800
1806.3,-3.6100
1806.7,-3.4200
1807.1,-4.1700
1807.4,-2.7000
1807.7,-3.3400
1808.1,-3.3100
1808.4,-3.3500
1808.7,-3.2700
1809.1,-3.2600
1809.4,-3.2900
1809.8,-3.2200
1810.1,-3.2900
1810.4,-3.2200
1810.7,-3.0000
1811.1,-3.2200
1811.4,-3.3200
1811.7,-3.3300
1812.0,-4.2200
1812.4,-3.6900
1812.7,-3.7900
1813.1,-3.8600
1813.5,-3.6500
1813.8,-4.1500
1814.2,-4.3900
1814.5,-4.3300
1814.9,-4.4500
1815.2,-4.4800
1815.5,-4.1300
1815.8,-4.2300
1816.2,-4.2800
1816.6,-4.2800
1816.9,-4.1900
1817.4,-4.2200
1817.7,-4.2200
1818.1,-4.4200
1818.6,-4.2900
1818.9,-4.2000
1819.3,-4.2500
1819.7,-3.7900
1820.1,-4.1800
1820.4,-4.0900
1820.8,-4.2500
1821.1,-4.0600
1821.5,-4.0400
1823.0,-4.4800
1823.3,-3.9900
1823.6,-4.1400
1824.0,-3.9800
1824.3,-4.1300
1824.6,-3.9600
1825.0,-4.0800
1825.3,-4.0100
1825.6,-4.0200
1825.9,-4.0300
1826.3,-4.0100
1826.6,-3.9500
1826.9,-4.0500
1827.3,-4.0800
1827.7,-4.0100
1828.1,-4.1200
1828.4,-4.0500
1828.8,-4.0800
1829.1,-4.0800
1829.4,-3.9900
1829.8,-4.1900
1830.1,-4.1000
1830.5,-4.0900
1830.8,-4.2900
1831.1,-4.0400
1831.5,-4.1200
1831.8,-4.0400
1832.1,-4.1100
1832.4,-4.0900
1832.7,-4.2600
1833.1,-3.6600
1833.5,-3.6300
1833.8,-3.7500
1834.2,-3.5300
1834.5,-3.6800
1834.9,-3.6500
1835.2,-3.5700
1835.5,-3.6000
1835.9,-3.5800
1836.3,-3.7000
1836.6,-3.7300
1836.9,-3.7700
1837.2,-3.8400
1837.5,-3.8900
1837.9,-3.8400
1838.3,-3.7800
1838.7,-3.9100
1839.0,-3.8100
1839.4,-3.6900
1839.7,-3.7300
1840.0,-3.8400
1840.3,-3.7500
1840.7,-3.6700
1841.1,-3.7700
1841.5,-3.6900
1841.9,-3.8800
1842.2,-3.7900
1842.6,-3.8400
1842.9,-3.6200
1843.3,-3.6100
1843.6,-3.5600
1843.9,-3.7400
1844.3,-3.7000
1844.6,-3.6600
1845.0,-3.5500
1845.3,-3.6200
1845.6,-3.6400
1846.0,-3.4700
1846.4,-3.4200
1846.7,-3.8800
1847.1,-3.8600
1847.4,-3.9600
1847.7,-4.1000
1848.0,-3.7800
1848.4,-3.9400
1848.7,-3.8800
1849.0,-3.9600
1849.3,-3.8200
1849.7,-3.9800
1850.0,-3.8600
1850.4,-3.5200
1850.7,-3.7000
1851.0,-3.7800
1851.4,-3.7400
1851.8,-3.6900
1852.2,-3.2400
1852.5,-3.8300
1852.9,-3.7300
1853.3,-3.8100
1853.6,-3.8300
1854.0,-4.2700
1854.4,-3.9400
1854.7,-3.5200
1855.1,-4.2200
1855.4,-3.6500
1855.7,-3.5800
1856.1,-4.0700
1856.4,-4.0600
1856.8,-3.8600
1857.1,-3.3300
1857.5,-3.7100
1857.9,-3.5800
1858.2,-4.1000
1858.6,-3.4500
1858.9,-3.4300
1859.3,-3.5200
1859.7,-3.5500
1860.0,-3.5400
1860.4,-3.4100
1860.8,-3.5800
1861.1,-3.5500
1861.5,-3.6500
1861.8,-3.8300
1862.2,-3.6500
1862.6,-3.7300
1863.0,-3.7500
1863.3,-3.5600
1863.6,-3.6500
1863.9,-3.6800
1864.3,-3.5600
1864.6,-3.6600
1864.9,-3.6900
1865.3,-3.5800
1865.6,-3.4800
1866.0,-3.6000
1866.3,-3.6100
1866.7,-3.5800
1867.0,-3.8600
1867.3,-3.6500
1867.6,-3.6200
1868.0,-3.6900
1868.4,-3.5900
1868.8,-3.4900
1869.1,-3.6200
1869.4,-3.3200
1869.8,-3.3400
1870.1,-3.3000
1870.5,-3.3100
1870.9,-3.2700
1871.3,-3.3000
1871.7,-3.3000
1872.0,-3.3600
1872.3,-3.3100
1872.7,-3.3600
1873.4,-3.5700
1873.8,-3.6600
1874.2,-3.5700
1874.5,-3.6600
1874.9,-3.6700
1875.5,-3.3900
1876.0,-3.4800
1876.5,-3.5000
1877.0,-3.7500
1877.5,-3.4200
1878.1,-3.3000
1878.6,-3.2800
1879.1,-3.3000
1879.7,-3.1500
1880.2,-3.2000
1880.8,-3.1900
1881.4,-3.1700
1881.9,-3.2500
1882.5,-3.2700
1883.1,-3.2000
1883.6,-3.1800
1884.2,-2.9400
1884.7,-3.0100
1885.3,-3.2800
1885.8,-3.2600
1886.4,-3.2800
1886.9,-3.4800
1887.4,-3.4400
1888.0,-3.4600
1888.6,-3.4100
1889.2,-3.6700
1889.7,-3.3900
1890.2,-3.5800
1890.8,-3.4700
1891.3,-3.4300
1891.8,-3.3100
1892.3,-3.4500
1892.9,-3.3200
1893.5,-3.4100
1894.0,-3.2700
1894.6,-3.4400
1895.2,-3.4300
1895.7,-3.6200
1896.3,-3.5500
1896.9,-3.2800
1897.4,-3.6100
1898.0,-3.3600
1898.5,-3.6600
1899.1,-3.4100
1899.6,-3.4000
1900.2,-3.5400
1900.8,-3.6600
1901.3,-3.3500
1901.9,-3.2200
1902.5,-3.3400
1903.0,-3.3400
1903.6,-3.3900
1904.1,-3.6100
1904.7,-3.6800
1905.3,-3.3100
1905.8,-3.2300
1906.4,-3.1000
1907.0,-3.1400
1907.5,-3.1000
1908.1,-3.3700
1908.6,-3.4200
1909.2,-3.3100
1909.7,-3.3900
1910.3,-3.2300
1910.8,-3.1900
1911.4,-3.1600
1911.9,-3.3000
1912.5,-3.1700
1913.0,-3.3700
1913.5,-3.3900
1914.1,-3.3900
1914.6,-3.3900
1915.2,-3.3100
1915.8,-3.3600
1916.3,-3.1700
1916.9,-3.1500
1917.4,-3.3200
1918.0,-3.1700
1918.6,-3.1200
1919.1,-3.0400
1919.7,-4.0300
1920.3,-3.3700
1920.9,-3.2000
1921.5,-3.1400
1922.0,-3.2500
1922.6,-3.1800
1923.2,-3.3100
1923.8,-3.3000
1924.3,-3.5400
1924.9,-3.4000
1925.5,-3.3800
1926.0,-3.6400
1926.6,-3.6200
1927.2,-3.5700
1927.7,-3.4100
1928.3,-3.6100
1928.8,-3.3700
1929.4,-3.4400
1930.0,-3.4400
1930.5,-3.3600
1931.0,-3.4700
1931.6,-3.6100
1932.2,-3.4700
1932.8,-3.4800
1933.4,-3.4800
1933.9,-3.4900
1934.5,-3.4600
1935.0,-3.5000
1935.6,-3.2800
1936.2,-3.1300
1936.8,-3.5700
1937.3,-3.5200
1937.9,-3.3100
1938.5,-3.3900
1939.0,-3.4900
1939.6,-3.4300
1940.2,-3.4700
1940.8,-3.5200
1941.4,-3.4700
1941.9,-3.4000
1942.4,-3.5800
1943.0,-3.5900
1943.6,-3.5100
1944.2,-3.4000
1944.7,-3.2900
1945.3,-3.2000
1945.8,-3.2400
1946.4,-3.3100
1946.5,-3.4000
1946.7,-3.5200
1946.9,-3.5400
1947.0,-3.5500
1947.2,-3.6000
1947.4,-3.5400
1947.6,-3.4500
1947.7,-3.4000
1947.9,-3.4800
1948.1,-3.5500
1948.2,-3.5400
1948.4,-3.6100
1948.5,-3.6200
1948.7,-3.1600
1948.8,-3.5000
1949.0,-3.3400
1949.2,-3.3900
1949.3,-3.3000
1949.5,-3.4500
1949.6,-3.4200
1949.8,-3.4500
1950.0,-3.3000
1950.1,-3.3800
1950.3,-3.2100
1950.4,-3.3100
1950.6,-3.1400
1950.8,-3.2200
1951.0,-3.1300
1951.1,-3.1200
1951.3,-3.1800
1951.4,-3.4000
1951.6,-3.4000
1951.8,-3.4500
1952.0,-3.3800
1952.1,-3.3600
1952.3,-3.1500
1952.5,-3.1300
1952.7,-3.3400
1952.8,-3.3500
1953.0,-3.1900
1953.2,-3.2900
1953.4,-3.3900
1953.6,-3.3500
1953.9,-3.2500
1954.1,-3.2800
1954.2,-3.2400
1954.4,-3.2800
1955.2,-3.2800
1956.1,-3.4100
1956.9,-3.4800
1957.8,-3.4600
1958.6,-3.5300
1959.5,-3.4400
1960.3,-3.3100
1961.2,-3.3800
1962.0,-3.1900
1962.9,-3.3300
1963.8,-3.1500
1964.6,-3.2500
1965.5,-3.2600
1966.4,-3.4100
1967.2,-3.4400
1968.0,-3.5000
1968.9,-3.3800
1969.7,-3.4500
1970.6,-3.4200
1971.4,-3.4200
1972.2,-3.3100
1973.0,-3.3900
1973.9,-3.4700
1974.7,-3.3200
1975.5,-3.4000
1976.4,-3.5000
1977.2,-3.3000
1978.1,-3.3300
1978.9,-3.4300
1979.8,-3.2800
1980.6,-3.3700
1981.5,-3.2800
1982.3,-3.0900
1983.2,-3.1500
1984.0,-3.2000
1984.8,-3.2000
1985.7,-3.4400
1986.5,-3.2500
1988.3,-3.2700
1990.1,-3.1200
1991.8,-3.1100
1993.6,-3.1400
1995.4,-3.0900
1997.1,-3.1000
1998.9,-3.1000
2000.7,-3.1700
2002.5,-3.1700
2004.2,-3.0400
2006.0,-2.9500
